Genome,Order,Family,Genus,preVC,VC Status,VC,VC Size,Quality,Adjusted P-value,VC Avg Distance,Topology Confidence Score,Genus Confidence Score,VC Orders,VC Families,VC Genera
k141_569687||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_569689||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_569700||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_569714||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_569733||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_569759||0_partial_1,Unassigned,Unassigned,Unassigned,preVC_1869,Clustered,VC_1869_0,2,1.0,0.0,2.449489742783178,0.0,1.0,0,0,0
k141_569761||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_569767||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_569772||full,Unassigned,Unassigned,Unassigned,preVC_916,Clustered,VC_916_0,2,0.1804,0.86996138,0.0,0.157,1.0,0,0,0
k141_569809||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_56981||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_569820||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_569844||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_56987||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_569898||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_569945||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_569955||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_569993||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_570040||full,Unassigned,Unassigned,Unassigned,preVC_986,Clustered,VC_986_0,24,0.9264,0.25998485,1.2650704094987035,0.2409,1.0,0,0,0
k141_57013||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_570168||full,Unassigned,Unassigned,Unassigned,preVC_1504,Clustered,VC_1504_0,3,0.8514,0.5,2.4259722891764564,0.4257,1.0,0,0,0
k141_57022||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_570251||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_570374||full,Unassigned,Unassigned,Unassigned,preVC_1395,Clustered,VC_1395_0,4,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_570459||full,Unassigned,Unassigned,Unassigned,preVC_979,Clustered,VC_979_0,3,0.7614,0.0,0.9428090415820635,0.0,1.0,0,0,0
k141_570472||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_570511||full,Unassigned,Unassigned,Unassigned,preVC_883,Clustered,VC_883_0,2,0.1062,0.43751534,2.8284271247461903,0.0465,1.0,0,0,0
k141_570512||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_570529||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_570541||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_570564||lt2gene,Unassigned,Unassigned,Unassigned,preVC_945,Clustered,VC_945_0,15,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_570574||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_570592||full,Unassigned,Unassigned,Unassigned,preVC_437,Clustered,VC_437_0,5,0.3415,0.91016599,4.392271338847751,0.3109,1.0,0,0,0
k141_570639||full_1,Unassigned,Unassigned,Unassigned,preVC_1822,Clustered,VC_1822_0,2,0.2069,0.0,1.4142135623730951,0.0,1.0,0,0,0
k141_570694||full,Unassigned,Unassigned,Unassigned,preVC_599,Clustered/Singleton,VC_599_0,1,0.0,0.0,0,0.0,1.0,0,0,0
k141_570701||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_570715||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_570755||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_570788||full,Unassigned,Unassigned,Unassigned,preVC_1568,Clustered,VC_1568_0,2,0.5159,0.5,2.6457513110645907,0.2579,1.0,0,0,0
k141_570806||full,Unassigned,Unassigned,Unassigned,preVC_651,Clustered,VC_651_0,7,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_57084||full,Unassigned,Unassigned,Unassigned,,Overlap (VC_666/VC_689/VC_942),,,,,,,,,,
k141_570859||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_570944||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_570965||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_570998||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_57103||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_571131||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_571148||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_571158||full,Unassigned,Unassigned,Unassigned,preVC_1827,Clustered,VC_1827_0,2,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_571182||full,Unassigned,Unassigned,Unassigned,preVC_1188,Clustered,VC_1188_0,2,1.0,0.0,1.4142135623730951,0.0,1.0,0,0,0
k141_571213||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_57124||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_571316||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_571349||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_57138||full,Unassigned,Unassigned,Unassigned,preVC_464,Clustered,VC_464_0,16,0.4712,1.0,2.811429288080719,0.4712,1.0,0,0,0
k141_571411||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_571484||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_571585||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_571660||full,Unassigned,Unassigned,Unassigned,preVC_1864,Clustered,VC_1864_0,2,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_571668||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_571718||full,Unassigned,Unassigned,Unassigned,preVC_1154,Clustered,VC_1154_0,3,1.0,0.0,1.3820881233139908,0.0,1.0,0,0,0
k141_571765||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_571773||full,Unassigned,Unassigned,Unassigned,preVC_1324,Clustered,VC_1324_0,3,0.4835,0.14555493,1.3820881233139908,0.0704,1.0,0,0,0
k141_571776||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_571862||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_571902||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_571925||full,Unassigned,Unassigned,Unassigned,preVC_440,Clustered,VC_440_0,6,0.4842,0.91505887,1.4991624502457506,0.4431,1.0,0,0,0
k141_571944||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_571948||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_571949||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_57194||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_571992||full,Unassigned,Unassigned,Unassigned,preVC_982,Clustered,VC_982_0,7,0.9818,0.89306457,1.0391012122508418,0.8768,1.0,0,0,0
k141_57200||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_572012||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_572100||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_572193||full,Unassigned,Unassigned,Unassigned,preVC_483,Clustered,VC_483_0,3,0.36,0.2,1.3820881233139908,0.072,1.0,0,0,0
k141_572249||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_572316||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_572355||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_572358||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_572368||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_572396||full,Unassigned,Unassigned,Unassigned,preVC_1790,Clustered,VC_1790_0,4,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_572400||full,Unassigned,Unassigned,Unassigned,preVC_713,Clustered,VC_713_0,5,0.5061,0.99999944,5.805849833586544,0.5061,1.0,0,0,0
k141_572413||0_partial,Unassigned,Unassigned,Unassigned,preVC_223,Clustered,VC_223_0,4,0.0732,0.89513003,1.590788466105158,0.0655,1.0,0,0,0
k141_572425||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_572458||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_572532||full,Unassigned,Unassigned,Unassigned,preVC_1471,Clustered,VC_1471_0,4,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_572542||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_572601||full,Unassigned,Unassigned,Unassigned,preVC_866,Clustered,VC_866_0,2,0.5473,0.0,3.1622776601683795,0.0,1.0,0,0,0
k141_572639||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_572679||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_572884||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_572899||full,Unassigned,Unassigned,Unassigned,,Overlap (VC_400/VC_404),,,,,,,,,,
k141_572908||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_572916||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_572928||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_572937||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_572951||full,Unassigned,Unassigned,Unassigned,preVC_1721,Clustered,VC_1721_0,2,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_572971||full,Unassigned,Unassigned,Unassigned,preVC_621,Clustered,VC_621_0,3,0.3727,0.2,4.115736220745977,0.0745,1.0,0,0,0
k141_572985||full,Unassigned,Unassigned,Unassigned,preVC_1345,Clustered,VC_1345_0,2,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_572987||full_1,Unassigned,Unassigned,Unassigned,preVC_1850,Clustered,VC_1850_0,2,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_573001||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_573005||full,Unassigned,Unassigned,Unassigned,,Overlap (VC_517/VC_684/VC_687),,,,,,,,,,
k141_573055||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_573056||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_573084||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_573173||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_573186||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_57319||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_573203||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_573231||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_573291||full,Unassigned,Unassigned,Unassigned,,Overlap (VC_830/VC_831),,,,,,,,,,
k141_573344||lt2gene,Unassigned,Unassigned,Unassigned,preVC_1833,Clustered,VC_1833_0,2,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_573381||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_573391||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_573432||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_573451||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_573504||full,Unassigned,Unassigned,Unassigned,preVC_229,Clustered,VC_229_0,4,0.3055,0.99399317,4.9338842287162885,0.3037,1.0,0,0,0
k141_573594||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_573596||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_573619||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_573625||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_57367||full_1,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_573711||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_573737||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_573817||full,Unassigned,Unassigned,Unassigned,preVC_851,Clustered,VC_851_0,8,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_573846||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_573850||full,Unassigned,Unassigned,Unassigned,preVC_1192,Clustered,VC_1192_0,4,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_573856||0_partial,Unassigned,Unassigned,Unassigned,preVC_1770,Clustered,VC_1770_0,3,0.9079,0.0,4.971238141714507,0.0,1.0,0,0,0
k141_573867||full,Unassigned,Unassigned,Unassigned,,Overlap (VC_400/VC_401),,,,,,,,,,
k141_57387||full,Unassigned,Unassigned,Unassigned,preVC_1124,Clustered,VC_1124_0,5,0.8951,0.98628054,1.8082501940079307,0.8828,1.0,0,0,0
k141_573882||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_573972||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_574026||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_574038||full,Unassigned,Unassigned,Unassigned,preVC_1813,Clustered,VC_1813_0,2,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_574098||full,Unassigned,Unassigned,Unassigned,preVC_642,Clustered,VC_642_0,32,0.6465,1.0,3.3300243578792545,0.6465,1.0,0,0,0
k141_574118||full,Unassigned,Unassigned,Unassigned,preVC_533,Clustered,VC_533_0,4,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_574183||full,Unassigned,Unassigned,Unassigned,preVC_1328,Clustered,VC_1328_0,2,0.1631,0.38610749,1.7320508075688772,0.063,1.0,0,0,0
k141_574184||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_574207||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_574211||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_574231||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_574240||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_574253||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_574254||lt2gene,Unassigned,Unassigned,Unassigned,preVC_851,Clustered,VC_851_0,8,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_574278||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_574289||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_574295||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_574380||full,Unassigned,Unassigned,Unassigned,preVC_1641,Clustered,VC_1641_0,5,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_574391||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_574408||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_574433||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_574523||lt2gene,Unassigned,Unassigned,Unassigned,preVC_918,Clustered,VC_918_0,6,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_574543||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_574642||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_574740||full,Unassigned,Unassigned,Unassigned,preVC_1858,Clustered,VC_1858_0,2,1.0,0.0,2.0,0.0,1.0,0,0,0
k141_57479||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_574818||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_574824||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_574837||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_574845||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_57489||full,Unassigned,Unassigned,Unassigned,preVC_1713,Clustered,VC_1713_0,5,1.0,0.0,0.882842712474619,0.0,1.0,0,0,0
k141_574979||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_575030||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_575054||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_575114||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_575129||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_575142||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_575174||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_575248||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_575260||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_575309||full,Unassigned,Unassigned,Unassigned,preVC_1052,Clustered,VC_1052_0,3,0.6351,0.96428571,2.3874258867227933,0.6124,1.0,0,0,0
k141_575333||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_575339||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_575348||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_575356||full,Unassigned,Unassigned,Unassigned,preVC_295,Clustered,VC_295_0,3,0.7846,0.8,1.74535599249993,0.6277,1.0,0,0,0
k141_575362||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_575441||full,Unassigned,Unassigned,Unassigned,preVC_471,Clustered,VC_471_0,10,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_575495||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_575511||full,Unassigned,Unassigned,Unassigned,preVC_1170,Clustered,VC_1170_0,7,0.8721,0.90209945,1.289735013110273,0.7867,1.0,0,0,0
k141_575561||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_57560||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_575622||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_575669||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_575675||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_575722||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_575736||full,Unassigned,Unassigned,Unassigned,preVC_1870,Clustered,VC_1870_0,2,1.0,0.0,1.7320508075688772,0.0,1.0,0,0,0
k141_575740||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_575755||full,Unassigned,Unassigned,Unassigned,preVC_1074,Clustered,VC_1074_0,5,0.7718,0.0,2.180990855039185,0.0,1.0,0,0,0
k141_575767||full,Unassigned,Unassigned,Unassigned,preVC_1870,Clustered,VC_1870_0,2,1.0,0.0,1.7320508075688772,0.0,1.0,0,0,0
k141_575823||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_575861||full,Unassigned,Unassigned,Unassigned,preVC_767,Clustered,VC_767_0,2,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_575911||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_575944||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_57598||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_576069||full,Unassigned,Unassigned,Unassigned,preVC_1290,Clustered,VC_1290_0,4,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_576071||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_576085||full,Unassigned,Unassigned,Unassigned,preVC_1691,Clustered,VC_1691_0,2,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_576182||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_576278||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_576294||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_576301||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_576372||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_576410||full,Unassigned,Unassigned,Unassigned,preVC_533,Clustered,VC_533_0,4,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_576418||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_576465||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_576482||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_576483||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_57654||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_576655||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_576742||full,Unassigned,Unassigned,Unassigned,preVC_405,Clustered,VC_405_0,5,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_576759||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_576782||full,Unassigned,Unassigned,Unassigned,preVC_944,Clustered,VC_944_0,9,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_576788||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_576791||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_576844||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_576850||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_576852||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_576862||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_576866||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_576919||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_576934||lt2gene,Unassigned,Unassigned,Unassigned,preVC_1710,Clustered,VC_1710_0,2,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_577037||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_57703||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_577047||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_577099||full,Unassigned,Unassigned,Unassigned,preVC_395,Clustered,VC_395_0,9,0.6366,1.0,5.173090836182953,0.6366,1.0,0,0,0
k141_577109||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_577115||full,Unassigned,Unassigned,Unassigned,preVC_1147,Clustered,VC_1147_0,5,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_577139||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_577159||full,Unassigned,Unassigned,Unassigned,preVC_1392,Clustered,VC_1392_0,4,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_577161||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_577176||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_577186||full,Unassigned,Unassigned,Unassigned,preVC_1595,Clustered,VC_1595_0,4,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_577215||full,Unassigned,Unassigned,Unassigned,preVC_1066,Clustered,VC_1066_0,3,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_577240||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_577280||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_577295||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_577320||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_577351||full,Unassigned,Unassigned,Unassigned,preVC_1101,Clustered,VC_1101_0,4,0.2363,0.99992848,0.0,0.2362,1.0,0,0,0
k141_577376||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_577453||full,Unassigned,Unassigned,Unassigned,preVC_574,Clustered,VC_574_0,3,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_577499||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_577599||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_577603||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_577629||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_577733||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_577781||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_577798||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_577827||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_577861||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_57788||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_577893||full,Unassigned,Unassigned,Unassigned,preVC_591,Clustered,VC_591_0,15,1.0,0.0,0.5383908636265924,0.0,1.0,0,0,0
k141_577910||full,Unassigned,Unassigned,Unassigned,preVC_1871,Clustered,VC_1871_0,2,1.0,0.0,2.23606797749979,0.0,1.0,0,0,0
k141_578044||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_578059||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_578117||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_578234||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_578261||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_57826||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
